customer_id,address_state,emp_length,home_ownership,annual_income,verification_status
252621,CA,3 years,RENT,60000,Not Verified
252718,AR,5 years,MORTGAGE,100000,Not Verified
252904,CA,10+ years,MORTGAGE,42000,Not Verified
252913,IL,5 years,RENT,24000,Not Verified
252964,VA,3 years,RENT,36000,Not Verified
253183,NJ,2 years,RENT,36000,Not Verified
253223,CO,< 1 year,RENT,19000,Not Verified
253310,TX,8 years,MORTGAGE,150000,Not Verified
253371,NY,10+ years,RENT,69400,Not Verified
253396,NC,4 years,RENT,33600,Not Verified
253484,CO,7 years,RENT,51648,Not Verified
253680,CA,1 year,RENT,180000,Not Verified
253715,WA,2 years,OWN,10000,Not Verified
253818,NC,3 years,OWN,24605,Not Verified
253974,VA,2 years,RENT,41000,Not Verified
254074,TX,3 years,RENT,70000,Not Verified
254177,NJ,10+ years,MORTGAGE,104000,Not Verified
254233,NM,< 1 year,OWN,17721,Not Verified
254336,FL,8 years,RENT,36996,Not Verified
254632,MA,< 1 year,RENT,35020,Not Verified
254710,NM,10+ years,RENT,78000,Not Verified
254752,CO,< 1 year,RENT,37000,Not Verified
254956,MI,2 years,MORTGAGE,25000,Not Verified
255095,NY,1 year,RENT,100000,Not Verified
255230,PA,6 years,RENT,32400,Not Verified
255336,MN,< 1 year,MORTGAGE,39600,Not Verified
255516,SC,< 1 year,RENT,45000,Not Verified
255790,NC,3 years,RENT,45000,Not Verified
255853,FL,2 years,MORTGAGE,120000,Not Verified
256301,NY,10+ years,OWN,75000,Not Verified
256304,NY,< 1 year,RENT,60000,Not Verified
256357,GA,< 1 year,MORTGAGE,52000,Not Verified
256438,CA,1 year,RENT,80415,Not Verified
256475,TX,9 years,MORTGAGE,100000,Not Verified
256568,NJ,8 years,MORTGAGE,84000,Not Verified
256681,CA,10+ years,MORTGAGE,58000,Not Verified
256963,PA,3 years,MORTGAGE,107000,Not Verified
257001,NC,2 years,MORTGAGE,34500,Not Verified
257327,MD,2 years,RENT,52000,Not Verified
257366,CA,2 years,RENT,66000,Not Verified
257514,CA,8 years,RENT,36120,Not Verified
257537,CA,8 years,RENT,33600,Not Verified
257606,NJ,1 year,OWN,45000,Not Verified
257736,CA,4 years,RENT,45000,Not Verified
258200,CO,1 year,RENT,48000,Not Verified
258249,GA,9 years,MORTGAGE,100000,Not Verified
258625,WA,5 years,RENT,53307,Not Verified
258801,TX,3 years,RENT,38000,Not Verified
258804,WA,10+ years,MORTGAGE,75885,Not Verified
258924,FL,5 years,RENT,71600,Not Verified
259015,SC,5 years,MORTGAGE,200000,Not Verified
259132,DC,< 1 year,RENT,38000,Not Verified
259156,WI,2 years,RENT,30000,Not Verified
259370,NY,< 1 year,RENT,38000,Not Verified
259403,VA,2 years,MORTGAGE,24000,Not Verified
259488,OH,1 year,MORTGAGE,80000,Not Verified
259781,MD,< 1 year,RENT,65000,Not Verified
259803,NY,1 year,MORTGAGE,65000,Not Verified
260059,TX,10+ years,OWN,34000,Not Verified
260179,CA,< 1 year,RENT,13200,Not Verified
260569,VA,< 1 year,RENT,25200,Not Verified
260813,CA,< 1 year,OWN,45000,Not Verified
260821,CT,< 1 year,MORTGAGE,60000,Not Verified
261121,NY,10+ years,MORTGAGE,75000,Not Verified
261376,CA,< 1 year,MORTGAGE,75000,Not Verified
261429,CA,10+ years,RENT,36000,Not Verified
261654,CA,2 years,RENT,35400,Not Verified
261921,NY,2 years,OWN,50004,Not Verified
262032,PA,7 years,MORTGAGE,60000,Not Verified
262119,CA,4 years,RENT,65000,Not Verified
262542,CA,7 years,RENT,48000,Not Verified
262634,NY,2 years,RENT,117000,Not Verified
262721,NY,3 years,RENT,28600,Not Verified
262933,NC,4 years,OWN,57000,Not Verified
263166,CA,4 years,RENT,30000,Not Verified
263182,NJ,3 years,MORTGAGE,24000,Not Verified
263450,CA,3 years,RENT,65000,Not Verified
263557,MI,6 years,OWN,38000,Not Verified
263769,FL,5 years,MORTGAGE,67200,Not Verified
263887,NC,10+ years,RENT,50433,Not Verified
263999,AZ,4 years,MORTGAGE,109200,Not Verified
264119,NC,10+ years,MORTGAGE,46116,Not Verified
264135,OK,< 1 year,OWN,20400,Not Verified
264254,NY,1 year,MORTGAGE,26000,Not Verified
264305,TX,10+ years,MORTGAGE,100000,Not Verified
264449,NV,< 1 year,RENT,40000,Not Verified
264483,NJ,3 years,RENT,139992,Not Verified
264489,FL,10+ years,RENT,57720,Not Verified
264548,CA,4 years,MORTGAGE,36400,Not Verified
264737,MA,7 years,RENT,69600,Not Verified
264755,GA,4 years,RENT,56016,Not Verified
264912,NC,< 1 year,MORTGAGE,55000,Not Verified
264924,NJ,10+ years,RENT,37152,Verified
265083,CA,4 years,RENT,42000,Not Verified
265106,"ID",< 1 year,OWN,30000,Not Verified
265246,CT,8 years,RENT,37200,Not Verified
265533,NY,< 1 year,MORTGAGE,110000,Not Verified
265664,AL,8 years,RENT,37440,Not Verified
265723,TN,< 1 year,RENT,20244,Not Verified
266099,TN,5 years,RENT,83000,Not Verified
266165,TX,6 years,RENT,39048,Not Verified
266312,NJ,5 years,RENT,27000,Not Verified
266613,CA,< 1 year,MORTGAGE,16800,Not Verified
266619,WA,10+ years,MORTGAGE,36000,Not Verified
266943,KY,2 years,RENT,60000,Verified
267049,NY,2 years,RENT,52000,Not Verified
267099,TX,2 years,MORTGAGE,77000,Not Verified
267196,NY,< 1 year,RENT,36000,Not Verified
267218,NY,< 1 year,OWN,45000,Not Verified
267427,VA,2 years,MORTGAGE,62000,Not Verified
267513,CA,5 years,RENT,35000,Not Verified
267725,TN,10+ years,MORTGAGE,120000,Not Verified
267741,FL,< 1 year,RENT,2039784,Not Verified
267771,OH,< 1 year,MORTGAGE,75000,Not Verified
267970,OR,8 years,MORTGAGE,72000,Not Verified
268111,CA,3 years,RENT,67800,Not Verified
268133,TX,5 years,MORTGAGE,44500,Not Verified
268351,MD,7 years,OWN,50000,Not Verified
268428,CA,< 1 year,OWN,149616,Not Verified
268449,FL,10+ years,OWN,28800,Not Verified
268489,CA,6 years,RENT,80700,Not Verified
268506,CA,10+ years,RENT,572400,Not Verified
268542,CA,4 years,RENT,73660,Not Verified
268650,CT,10+ years,RENT,33600,Not Verified
268670,CO,8 years,RENT,31200,Not Verified
268750,MA,< 1 year,RENT,30000,Not Verified
268788,PA,< 1 year,MORTGAGE,41000,Not Verified
268848,FL,7 years,MORTGAGE,65000,Not Verified
269110,PA,10+ years,MORTGAGE,144000,Not Verified
269243,NJ,2 years,RENT,62500,Not Verified
269405,DE,6 years,RENT,28700,Not Verified
269755,GA,10+ years,RENT,51420,Not Verified
269993,UT,2 years,RENT,65000,Not Verified
270212,AZ,2 years,RENT,46000,Not Verified
270222,TX,10+ years,MORTGAGE,108000,Not Verified
270383,AZ,10+ years,OWN,80000,Not Verified
270436,WI,1 year,RENT,64000,Not Verified
270527,OR,4 years,RENT,37200,Not Verified
270680,OH,10+ years,OWN,46776,Not Verified
270704,GA,< 1 year,RENT,90000,Not Verified
270947,KY,< 1 year,RENT,48000,Not Verified
271076,PA,8 years,RENT,28000,Not Verified
271337,CA,10+ years,RENT,70000,Not Verified
271585,VA,3 years,RENT,42996,Not Verified
271592,TX,4 years,MORTGAGE,40000,Not Verified
271635,OH,6 years,MORTGAGE,69000,Not Verified
271672,MA,6 years,RENT,76250,Not Verified
271834,MA,4 years,MORTGAGE,95000,Not Verified
271883,NY,< 1 year,RENT,94000,Not Verified
271893,DE,4 years,MORTGAGE,64064,Not Verified
272263,CA,5 years,MORTGAGE,125000,Not Verified
272611,AK,< 1 year,OWN,38400,Not Verified
272798,MI,10+ years,OWN,50000,Not Verified
273131,NY,4 years,MORTGAGE,150000,Not Verified
273364,CA,10+ years,OWN,35000,Not Verified
273521,MO,9 years,MORTGAGE,50000,Not Verified
273721,OH,2 years,RENT,33600,Not Verified
274158,PA,< 1 year,MORTGAGE,55000,Not Verified
274280,CA,3 years,RENT,100000,Not Verified
274365,NC,< 1 year,MORTGAGE,47000,Not Verified
274808,NC,10+ years,MORTGAGE,41000,Not Verified
275060,CA,10+ years,RENT,65000,Not Verified
275254,CT,< 1 year,RENT,125000,Not Verified
275299,MI,5 years,MORTGAGE,90000,Not Verified
275527,AZ,3 years,MORTGAGE,96000,Not Verified
275581,NY,< 1 year,MORTGAGE,53000,Not Verified
275753,NY,9 years,RENT,52000,Not Verified
275756,TX,1 year,RENT,65000,Not Verified
276159,NJ,2 years,RENT,105000,Not Verified
276284,CO,10+ years,MORTGAGE,58000,Not Verified
276289,RI,2 years,MORTGAGE,84000,Not Verified
276321,CA,10+ years,MORTGAGE,70000,Not Verified
276352,NC,9 years,RENT,42765,Not Verified
276369,NY,2 years,RENT,83604,Not Verified
277115,MI,< 1 year,RENT,30000,Not Verified
277430,WI,10+ years,MORTGAGE,136000,Not Verified
277564,VA,7 years,MORTGAGE,50000,Not Verified
277602,AZ,< 1 year,RENT,30000,Not Verified
277676,MD,< 1 year,RENT,45000,Not Verified
277834,IL,10+ years,RENT,70000,Not Verified
277896,NY,4 years,RENT,30000,Not Verified
277969,UT,10+ years,MORTGAGE,31356,Not Verified
278052,KS,1 year,RENT,23000,Not Verified
278182,MI,2 years,RENT,20000,Not Verified
278389,TX,1 year,RENT,27000,Not Verified
278880,GA,< 1 year,RENT,25368,Not Verified
279020,CA,7 years,MORTGAGE,90000,Not Verified
279065,OH,5 years,MORTGAGE,58000,Not Verified
279321,CA,7 years,RENT,44160,Not Verified
279443,NY,1 year,RENT,51000,Not Verified
279873,TX,7 years,RENT,100000,Not Verified
279891,VA,5 years,MORTGAGE,53979,Not Verified
280050,NJ,1 year,RENT,85000,Not Verified
280158,NY,8 years,MORTGAGE,125000,Not Verified
280170,GA,7 years,MORTGAGE,90000,Not Verified
280252,NY,< 1 year,RENT,75000,Not Verified
280311,IL,4 years,RENT,78000,Not Verified
280315,CA,2 years,MORTGAGE,130000,Not Verified
280579,FL,1 year,RENT,39000,Not Verified
280612,VA,< 1 year,RENT,84000,Not Verified
280764,IL,10+ years,RENT,53000,Not Verified
280818,TN,2 years,RENT,40500,Not Verified
281309,TN,< 1 year,RENT,54263,Not Verified
281432,TX,10+ years,MORTGAGE,55200,Not Verified
281517,IA,2 years,OWN,45000,Not Verified
281765,NY,4 years,RENT,48562,Not Verified
281817,MD,10+ years,MORTGAGE,39504,Not Verified
281958,CA,10+ years,RENT,72000,Not Verified
282035,NY,5 years,RENT,14800,Not Verified
282322,FL,3 years,RENT,40000,Not Verified
282641,IL,2 years,RENT,70000,Not Verified
282989,FL,6 years,RENT,30000,Not Verified
283422,MT,< 1 year,RENT,20000,Not Verified
283823,NY,10+ years,RENT,62400,Not Verified
284125,OH,7 years,MORTGAGE,70000,Not Verified
284165,MO,< 1 year,MORTGAGE,35004,Not Verified
284204,CA,< 1 year,OTHER,19200,Not Verified
284630,TX,3 years,RENT,90000,Not Verified
284863,MS,2 years,MORTGAGE,130000,Not Verified
285383,MA,10+ years,MORTGAGE,54080,Not Verified
285732,CA,< 1 year,MORTGAGE,53000,Not Verified
285778,NY,4 years,RENT,42000,Not Verified
286035,LA,10+ years,MORTGAGE,55000,Not Verified
286045,MN,1 year,MORTGAGE,100000,Not Verified
286158,MO,< 1 year,OWN,32268,Not Verified
286633,CT,2 years,RENT,37692,Not Verified
286809,NC,< 1 year,MORTGAGE,80000,Not Verified
286952,CT,< 1 year,RENT,48000,Not Verified
287371,PA,< 1 year,RENT,30000,Not Verified
287406,CA,< 1 year,RENT,50000,Not Verified
287409,NJ,1 year,RENT,40000,Not Verified
287488,KY,8 years,RENT,74784,Not Verified
287626,VA,< 1 year,RENT,46800,Not Verified
287758,MI,8 years,MORTGAGE,68000,Not Verified
287953,FL,2 years,MORTGAGE,75000,Not Verified
288096,CA,2 years,RENT,30000,Not Verified
288373,VA,5 years,MORTGAGE,65379,Not Verified
288389,NY,5 years,RENT,14800,Not Verified
288643,CA,8 years,MORTGAGE,40000,Not Verified
288664,NY,< 1 year,RENT,55000,Not Verified
288717,MD,8 years,MORTGAGE,90000,Not Verified
288877,CA,< 1 year,RENT,48000,Not Verified
289570,AZ,9 years,MORTGAGE,70000,Not Verified
289584,CA,6 years,RENT,72321,Not Verified
289841,GA,2 years,RENT,40000,Not Verified
289870,CA,2 years,RENT,49920,Not Verified
289876,MI,1 year,MORTGAGE,27000,Not Verified
289998,NY,< 1 year,RENT,80000,Not Verified
290021,UT,4 years,MORTGAGE,97200,Not Verified
290196,FL,2 years,MORTGAGE,66000,Not Verified
290436,CA,1 year,MORTGAGE,151000,Not Verified
290598,IL,1 year,RENT,150000,Not Verified
290796,TX,< 1 year,RENT,37440,Not Verified
290804,NY,< 1 year,RENT,84996,Not Verified
290847,CA,10+ years,OWN,43200,Not Verified
291033,CA,10+ years,MORTGAGE,120000,Not Verified
291069,OR,5 years,MORTGAGE,24000,Not Verified
291077,VA,4 years,MORTGAGE,75555,Not Verified
291458,CA,4 years,RENT,39948,Not Verified
291684,TX,4 years,MORTGAGE,62892,Not Verified
291927,MA,8 years,MORTGAGE,120000,Not Verified
291938,CT,5 years,RENT,85000,Not Verified
292040,TX,< 1 year,RENT,45000,Not Verified
292172,MD,< 1 year,RENT,40000,Not Verified
292832,CA,4 years,RENT,32000,Not Verified
292891,NV,< 1 year,MORTGAGE,62000,Not Verified
293079,MA,2 years,RENT,57500,Not Verified
293092,NY,2 years,RENT,175000,Not Verified
293468,CO,4 years,RENT,42100,Not Verified
293967,"ID",< 1 year,MORTGAGE,145000,Not Verified
294269,NJ,3 years,MORTGAGE,90000,Not Verified
294633,NV,2 years,RENT,49992,Not Verified
294640,MD,3 years,RENT,57000,Not Verified
294681,GA,3 years,MORTGAGE,205000,Not Verified
294798,AZ,2 years,RENT,37500,Not Verified
295353,CO,< 1 year,OTHER,35000,Not Verified
295418,CA,3 years,MORTGAGE,113800,Not Verified
296026,MO,7 years,MORTGAGE,101000,Not Verified
296036,GA,1 year,MORTGAGE,34000,Not Verified
296051,UT,10+ years,MORTGAGE,41050,Not Verified
296156,NY,6 years,RENT,65000,Verified
296181,NJ,1 year,MORTGAGE,95000,Not Verified
296350,MN,4 years,RENT,42000,Not Verified
296368,WA,10+ years,RENT,109908,Not Verified
296454,IL,1 year,RENT,50000,Not Verified
296474,NJ,10+ years,MORTGAGE,99000,Not Verified
296661,KS,1 year,MORTGAGE,50000,Not Verified
296734,MN,2 years,MORTGAGE,42000,Verified
296900,NY,8 years,RENT,48000,Not Verified
297155,TX,< 1 year,MORTGAGE,50000,Not Verified
297223,"ID",1 year,RENT,35713.6,Not Verified
297780,CA,< 1 year,RENT,150000,Not Verified
298277,PA,1 year,MORTGAGE,94800,Not Verified
298306,FL,< 1 year,RENT,28000,Not Verified
298568,MO,< 1 year,RENT,120000,Not Verified
298943,"ID",1 year,MORTGAGE,40800,Not Verified
298960,VA,4 years,RENT,34300,Not Verified
299089,MO,3 years,RENT,34138,Not Verified
299103,MA,3 years,RENT,49244,Not Verified
299283,IL,3 years,RENT,33000,Not Verified
299515,AZ,1 year,MORTGAGE,60000,Not Verified
299594,PA,4 years,RENT,39684,Not Verified
299787,FL,10+ years,MORTGAGE,36252,Not Verified
299870,NJ,< 1 year,RENT,93492,Not Verified
299973,FL,10+ years,MORTGAGE,39600,Not Verified
299996,PA,10+ years,OWN,38400,Not Verified
300009,NJ,7 years,RENT,8500,Not Verified
300171,NY,10+ years,RENT,102000,Not Verified
300201,NY,2 years,OWN,80000,Not Verified
300205,TN,5 years,MORTGAGE,96000,Verified
300304,CA,2 years,RENT,40000,Verified
300324,TX,10+ years,OWN,185000,Not Verified
300346,CA,< 1 year,RENT,150000,Verified
300380,CA,4 years,RENT,45000,Verified
300527,FL,< 1 year,MORTGAGE,80000,Not Verified
300541,IL,2 years,RENT,81193.2,Not Verified
300593,IL,3 years,RENT,55000,Not Verified
300864,PA,< 1 year,OWN,38004,Not Verified
300896,PA,10+ years,MORTGAGE,95827,Verified
302314,UT,10+ years,MORTGAGE,75000,Verified
302738,IL,2 years,MORTGAGE,77000,Not Verified
302742,PA,5 years,MORTGAGE,29000,Not Verified
302955,CA,< 1 year,RENT,100000,Not Verified
302972,SC,< 1 year,RENT,28800,Not Verified
303438,VA,10+ years,RENT,57000,Not Verified
303510,LA,3 years,RENT,80000,Not Verified
303673,NY,10+ years,RENT,50100,Not Verified
303735,AZ,2 years,RENT,18500,Not Verified
303937,NJ,10+ years,RENT,162000,Not Verified
304777,LA,6 years,OWN,66480,Not Verified
304850,CT,1 year,RENT,45000,Not Verified
305563,CA,10+ years,RENT,125000,Source Verified
305720,SD,< 1 year,RENT,19000,Not Verified
306152,NJ,< 1 year,RENT,45900,Not Verified
306302,TX,< 1 year,RENT,39000,Not Verified
306315,TX,1 year,MORTGAGE,60000,Not Verified
306318,MN,2 years,RENT,57300,Not Verified
306585,PA,2 years,RENT,40800,Not Verified
306589,CA,10+ years,RENT,45000,Not Verified
306632,CA,10+ years,MORTGAGE,200000,Not Verified
306759,CA,< 1 year,MORTGAGE,120000,Not Verified
306913,MN,< 1 year,RENT,50000,Not Verified
307097,CA,< 1 year,RENT,65160,Not Verified
307290,AZ,10+ years,MORTGAGE,32400,Not Verified
307499,CA,3 years,RENT,61000,Not Verified
307516,TX,4 years,MORTGAGE,39000,Not Verified
307520,CA,1 year,RENT,31000,Not Verified
307937,CA,7 years,MORTGAGE,120000,Verified
308233,NY,4 years,MORTGAGE,97200,Not Verified
308240,MN,5 years,MORTGAGE,40000,Not Verified
308257,FL,10+ years,OWN,51000,Not Verified
308383,TX,2 years,MORTGAGE,114000,Not Verified
308484,NJ,2 years,MORTGAGE,225000,Verified
308707,FL,8 years,MORTGAGE,58900,Not Verified
308825,CO,10+ years,MORTGAGE,38000,Not Verified
309239,NY,6 years,RENT,52610,Not Verified
309321,TX,10+ years,RENT,60000,Verified
309727,CA,8 years,OWN,60000,Not Verified
309756,TX,6 years,RENT,27000,Not Verified
309944,NC,3 years,RENT,75000,Verified
310096,CA,2 years,MORTGAGE,180000,Not Verified
310957,FL,3 years,RENT,18000,Not Verified
310986,AZ,< 1 year,RENT,54912,Not Verified
311060,TN,1 year,MORTGAGE,95000,Not Verified
311135,CA,8 years,RENT,148000,Not Verified
311364,CA,1 year,RENT,66000,Not Verified
311571,CA,1 year,RENT,12000,Not Verified
311742,VA,10+ years,MORTGAGE,140000,Not Verified
312055,CA,2 years,RENT,60000,Verified
312198,CT,1 year,MORTGAGE,64000,Not Verified
312443,NY,7 years,MORTGAGE,59000,Not Verified
312506,OR,5 years,RENT,83000,Not Verified
312513,RI,1 year,RENT,112500,Not Verified
312730,GA,10+ years,OTHER,160000,Not Verified
312867,TX,4 years,MORTGAGE,65000,Not Verified
312944,CT,6 years,RENT,62200,Not Verified
312990,OH,9 years,MORTGAGE,45000,Not Verified
313143,MN,< 1 year,RENT,54300,Not Verified
313273,TX,10+ years,MORTGAGE,40000,Not Verified
313646,MS,< 1 year,MORTGAGE,35280,Not Verified
313858,MI,4 years,MORTGAGE,50268,Not Verified
314232,CA,1 year,RENT,38400,Not Verified
314627,GA,10+ years,MORTGAGE,50000,Not Verified
314840,TX,2 years,MORTGAGE,48000,Not Verified
315193,FL,10+ years,MORTGAGE,105900,Verified
315462,UT,1 year,RENT,36000,Not Verified
315533,GA,< 1 year,RENT,110000,Not Verified
315574,CA,1 year,OWN,51320,Not Verified
315589,GA,3 years,RENT,78000,Not Verified
315784,FL,2 years,OWN,44000,Not Verified
315892,NY,3 years,RENT,67000,Not Verified
316240,NY,2 years,RENT,48000,Not Verified
316283,CO,10+ years,MORTGAGE,64000,Not Verified
316858,IL,< 1 year,MORTGAGE,28989,Not Verified
316931,NJ,< 1 year,RENT,50000,Verified
317594,MD,10+ years,MORTGAGE,115200,Not Verified
317830,HI,3 years,MORTGAGE,69600,Not Verified
317948,NV,7 years,MORTGAGE,89018,Not Verified
318212,GA,6 years,OTHER,97000,Verified
318292,IL,10+ years,RENT,82000,Verified
318348,NY,3 years,RENT,70000,Not Verified
318659,NJ,3 years,RENT,15000,Not Verified
318695,CA,1 year,RENT,50000,Not Verified
319296,HI,< 1 year,RENT,19200,Not Verified
319300,FL,1 year,RENT,28000,Not Verified
319922,MA,1 year,RENT,36000,Not Verified
320222,OH,2 years,RENT,35665,Not Verified
320306,FL,1 year,RENT,30900,Not Verified
320695,CA,1 year,RENT,26500,Not Verified
320714,NC,10+ years,OTHER,32000,Not Verified
320951,FL,1 year,RENT,27000,Not Verified
321048,AZ,10+ years,RENT,54996,Not Verified
321081,NY,6 years,OWN,44500,Not Verified
321403,FL,10+ years,OWN,36000,Not Verified
321571,CA,< 1 year,RENT,50000,Not Verified
321761,PA,8 years,OWN,42642.71,Not Verified
321970,NH,3 years,RENT,37342.5,Not Verified
322322,IL,10+ years,MORTGAGE,82000,Not Verified
323218,NY,1 year,RENT,65500,Not Verified
323280,IL,< 1 year,MORTGAGE,91000,Verified
323293,DC,< 1 year,OTHER,35000,Not Verified
323312,CA,7 years,MORTGAGE,57000,Not Verified
323548,MT,2 years,MORTGAGE,33000,Not Verified
323609,TX,< 1 year,MORTGAGE,34000,Not Verified
324168,IL,3 years,RENT,42264,Not Verified
324306,CA,7 years,RENT,83000,Not Verified
324421,NY,6 years,OWN,44500,Not Verified
324617,KS,4 years,OWN,50000,Not Verified
325162,NY,10+ years,OWN,61717,Not Verified
325390,OR,3 years,RENT,59000,Not Verified
325889,CO,7 years,MORTGAGE,132000,Not Verified
326038,VA,< 1 year,RENT,18492,Not Verified
326327,NJ,10+ years,MORTGAGE,62000,Not Verified
326466,"ID",4 years,MORTGAGE,60000,Not Verified
327034,GA,4 years,MORTGAGE,80000,Not Verified
327746,KY,10+ years,MORTGAGE,110000,Not Verified
327917,MD,4 years,MORTGAGE,105000,Not Verified
328080,CA,< 1 year,RENT,50000,Not Verified
328729,PA,9 years,RENT,34000,Not Verified
329369,NY,2 years,RENT,35000,Not Verified
329708,TX,< 1 year,OWN,98000,Not Verified
329816,CT,1 year,RENT,60000,Not Verified
330122,IL,1 year,RENT,105000,Not Verified
330392,AZ,1 year,MORTGAGE,47000,Not Verified
330580,MT,1 year,OWN,27000,Not Verified
330591,CA,10+ years,MORTGAGE,55000,Not Verified
330684,MO,7 years,OWN,42994,Verified
330728,NV,< 1 year,MORTGAGE,200000,Not Verified
330765,OR,10+ years,MORTGAGE,35000,Not Verified
330893,TX,< 1 year,MORTGAGE,80000,Source Verified
331162,CA,6 years,RENT,30000,Not Verified
331426,CA,7 years,RENT,87000,Not Verified
331768,CA,< 1 year,RENT,29000,Not Verified
332666,WA,1 year,MORTGAGE,60417,Not Verified
332890,CA,4 years,RENT,90000,Not Verified
332913,RI,< 1 year,MORTGAGE,52000,Not Verified
333030,CA,10+ years,MORTGAGE,80000,Not Verified
333328,CA,< 1 year,RENT,70000,Not Verified
333582,WA,3 years,MORTGAGE,145000,Not Verified
333749,CA,< 1 year,MORTGAGE,100000,Not Verified
333999,TX,1 year,MORTGAGE,100000,Not Verified
335419,VA,4 years,RENT,44000,Not Verified
336496,FL,< 1 year,OWN,40000,Not Verified
338545,AZ,2 years,MORTGAGE,44000,Not Verified
338578,UT,2 years,MORTGAGE,36000,Not Verified
338602,NC,5 years,RENT,39000,Not Verified
338703,MD,2 years,OWN,52000,Not Verified
338848,MI,4 years,MORTGAGE,65000,Not Verified
338900,NH,10+ years,RENT,60000,Not Verified
339272,OH,3 years,RENT,65000,Not Verified
341404,IL,4 years,MORTGAGE,30000,Not Verified
341816,TX,4 years,OWN,40000,Not Verified
